iso2,zip_code,location
AT,4873,Frankenburg am Hausruck
AT,4880,St. Georgen im Attergau
AT,4881,Straß im Attergau
AT,4882,Oberwang
AT,4890,Frankenmarkt
AT,4891,Pöndorf
AT,4892,Fornach
AT,4893,Zell am Moos
AT,4894,Oberhofen am Irrsee
AT,4901,Ottnang
AT,4902,Wolfsegg am Hausruck
AT,4903,Manning
AT,4904,Atzbach
AT,4906,Eberschwang
AT,4910,Ried im Innkreis
AT,4911,Tumeltsham
AT,4912,Neuhofen im Innkreis
AT,4920,Schildorn
AT,4921,Hohenzell
AT,4922,Geiersberg
AT,4923,Lohnsburg
AT,4924,Waldzell
AT,4925,Pramet
AT,4926,St. Marienkirchen am Hausruck
AT,4931,Mettmach
AT,4932,Kirchheim im Innkreis
AT,4933,Wildenau
AT,4941,Mehrnbach
AT,4942,Gurten
AT,4943,Geinberg
AT,4950,Altheim
AT,4951,Polling im Innkreis
AT,4952,Weng im Innkreis
AT,4961,Mühlheim am Inn
AT,4962,Mining
AT,4963,St. Peter am Hart
AT,4970,Eitzing
AT,4971,Aurolzmünster
AT,4972,Utzenaich
AT,4973,St. Martin
AT,4974,Ort im Innkreis
AT,4975,Suben
AT,4980,Antiesenhofen
AT,4981,Reichersberg
AT,4982,Obernberg am Inn
AT,4983,St. Georgen bei Obernberg am Inn
AT,4984,Weilbach
AT,5020,Salzburg
AT,5023,Salzburg-Gnigl
AT,5026,Salzburg-Aigen
AT,5061,Elsbethen-Glasenbach
AT,5071,Wals
AT,5081,Anif
AT,5082,Grödig
AT,5083,Gartenau-St. Leonhard
AT,5084,Großgmain
AT,5090,Lofer
AT,5091,Unken
AT,5092,St. Martin bei Lofer
AT,5093,Weißbach bei Lofer
AT,5101,Bergheim
AT,5102,Anthering
AT,5110,Oberndorf bei Salzburg
AT,5111,Bürmoos
AT,5112,Lamprechtshausen
AT,5113,St. Georgen bei Salzburg
AT,5114,Göming
AT,5120,St. Pantaleon
AT,5121,Ostermiething
AT,5122,Ach
AT,5123,Überackern
AT,5131,Franking
AT,5132,Geretsberg
AT,5133,Gilgenberg am Weilhart
AT,5134,Schwand im Innkreis
AT,5141,Moosdorf
AT,5142,Eggelsberg
AT,5143,Feldkirchen bei Mattighofen
AT,5144,Handenberg
AT,5145,Neukirchen an der Enknach
AT,5151,Nußdorf am Haunsberg
AT,5152,Michaelbeuern
AT,5161,Elixhausen
AT,5162,Obertrum am See
AT,5163,Mattsee
AT,5164,Seeham
AT,5165,Berndorf bei Salzburg
AT,5166,Perwang am Grabensee
AT,5201,Seekirchen
AT,5202,Neumarkt am Wallersee
AT,5203,Köstendorf
AT,5204,Straßwalchen
AT,5205,Schleedorf
AT,5211,Friedburg
AT,5212,Schneegattern
AT,5221,Lochen am See
AT,5222,Munderfing
AT,5223,Pfaffstätt
AT,5224,Auerbach
AT,5225,Jeging
AT,5230,Mattighofen
AT,5231,Schalchen
AT,5232,Kirchberg bei Mattighofen
AT,5233,Pischelsdorf am Engelbach
AT,5241,Maria Schmolln
AT,5242,St. Johann am Walde
AT,5251,Höhnhart
AT,5252,Aspach
AT,5261,Uttendorf
AT,5270,Mauerkirchen
AT,5271,Moosbach
AT,5272,Treubach
AT,5273,Roßbach
AT,5274,Burgkirchen
AT,5280,Braunau am Inn
AT,5282,Braunau
AT,5300,Hallwang
AT,5301,Eugendorf
AT,5302,Henndorf am Wallersee
AT,5303,Thalgau
AT,5310,Mondsee
AT,5311,Loibichl
AT,5321,Koppl
AT,5322,Hof bei Salzburg
AT,5323,Ebenau
AT,5324,Faistenau
AT,5325,Plainfeld
AT,5330,Fuschl am See
AT,5340,St. Gilgen
AT,5342,Abersee
AT,5350,Strobl
AT,5360,St. Wolfgang im Salzkammergut
AT,5400,Hallein
AT,5411,Oberalm
AT,5412,Puch bei Hallein
AT,5421,Adnet
AT,5422,Heilbad Dürrnberg
AT,5423,St. Koloman
AT,5424,Bad Vigaun
AT,5425,Krispl
AT,5431,Kuchl
AT,5440,Golling an der Salzach
AT,5441,Abtenau
AT,5442,Rußbach am Paß Gschütt
AT,5450,Werfen
AT,5451,Tenneck
AT,5452,Pfarrwerfen
AT,5453,Werfenweng
AT,5500,Bischofshofen
AT,5505,Mühlbach am Hochkönig
AT,5511,Hüttau
AT,5521,Niedernfritz
AT,5522,St. Martin am Tennengebirge
AT,5523,Lungötz
AT,5524,Annaberg
AT,5531,Eben im Pongau
AT,5532,Filzmoos
AT,5541,Altenmarkt im Pongau
AT,5542,Flachau
AT,5550,Radstadt
AT,5552,Forstau
AT,5561,Untertauern
AT,5562,Obertauern
AT,5563,Tweng
AT,5570,Mauterndorf
AT,5571,Mariapfarr
AT,5572,St. Andrä im Lungau
AT,5573,Weißpriach
AT,5574,Göriach
AT,5575,Lessach
AT,5580,Tamsweg
AT,5581,St. Margarethen im Lungau
AT,5582,St. Michael im Lungau
AT,5583,Muhr
AT,5584,Zederhaus
AT,5585,Unternberg
AT,5591,Ramingstein
AT,5592,Thomatal
AT,5600,St. Johann im Pongau
AT,5602,Wagrain
AT,5603,Kleinarl
AT,5611,Großarl
AT,5612,Hüttschlag
AT,5620,Schwarzach im Pongau
AT,5621,St. Veit im Pongau
AT,5622,Goldegg
AT,5630,Bad Hofgastein
AT,5632,Dorfgastein
AT,5640,Bad Gastein
AT,5645,Böckstein
AT,5651,Lend
AT,5652,Dienten am Hochkönig
AT,5660,Taxenbach
AT,5661,Rauris
AT,5662,Gries
AT,5671,Bruck an der Großglocknerstraße
AT,5672,Fusch an der Glocknerstraße
AT,5700,Zell am See
AT,5710,Kaprun
AT,5721,Piesendorf
AT,5722,Niedernsill
AT,5723,Uttendorf
AT,5724,Stuhlfelden
AT,5730,Mittersill
AT,5731,Hollersbach im Pinzgau
AT,5732,Mühlbach
AT,5733,Bramberg am Wildkogel
AT,5741,Neukirchen am Großvenediger
AT,5742,Wald im Pinzgau
AT,5743,Krimml
AT,5751,Maishofen
AT,5752,Viehhofen
AT,5753,Saalbach
AT,5754,Hinterglemm
AT,5760,Saalfelden am Steinernen Meer
AT,5761,Maria Alm am Steinernen Meer
AT,5771,Leogang
AT,6020,Innsbruck
AT,6060,Hall in Tirol
AT,6063,Rum
AT,6065,Thaur
AT,6067,Absam
AT,6068,Mils
AT,6069,Gnadenwald
AT,6070,Ampass
AT,6071,Aldrans
AT,6072,Lans
AT,6073,Sistrans
AT,6074,Rinn
AT,6075,Tulfes
AT,6080,Innsbruck-Igls
AT,6082,Patsch
AT,6083,Ellbögen
AT,6091,Götzens
AT,6092,Birgitz
AT,6094,Axams
AT,6095,Grinzens
AT,6100,Seefeld in Tirol
AT,6103,Reith bei Seefeld
AT,6105,Leutasch
AT,6108,Scharnitz
AT,6111,Volders
AT,6112,Wattens
AT,6113,Wattenberg
AT,6114,Kolsass
AT,6115,Kolsassberg
AT,6116,Weer
AT,6121,Baumkirchen
AT,6122,Fritzens
AT,6123,Terfens
AT,6130,Schwaz
AT,6133,Weerberg
AT,6134,Vomp
AT,6135,Stans
AT,6136,Pill
AT,6141,Schönberg im Stubaital
AT,6142,Mieders
AT,6143,Matrei am Brenner
AT,6145,Navis
AT,6150,Steinach am Brenner
AT,6152,Trins
AT,6154,St. Jodok am Brenner
AT,6156,Gries am Brenner
AT,6157,Obernberg am Brenner
AT,6161,Natters
AT,6162,Mutters
AT,6165,Telfes im Stubai
AT,6166,Fulpmes
AT,6167,Neustift im Stubaital
AT,6170,Zirl
AT,6173,Oberperfuss
AT,6175,Kematen in Tirol
AT,6176,Völs
AT,6178,Unterperfuss
AT,6179,Ranggen
AT,6181,Sellrain
AT,6182,Gries im Sellrain
AT,6183,Kühtai
AT,6184,St. Sigmund
AT,6200,Jenbach
AT,6210,Wiesing
AT,6212,Maurach
AT,6213,Pertisau
AT,6215,Achenkirch
AT,6220,Buch in Tirol
AT,6222,Gallzein
AT,6230,Brixlegg
AT,6232,Münster
AT,6233,Kramsach
AT,6234,Brandenberg
AT,6235,Reith im Alpbachtal
AT,6236,Alpbach
AT,6240,Rattenberg
AT,6241,Radfeld
AT,6250,Kundl
AT,6252,Breitenbach am Inn
AT,6260,Bruck am Ziller
AT,6261,Strass im Zillertal
AT,6262,Schlitters
AT,6263,Fügen
AT,6264,Fügenberg
AT,6265,Hart im Zillertal
AT,6271,Uderns
AT,6272,Kaltenbach
AT,6273,Ried im Zillertal
AT,6274,Aschau
AT,6275,Stumm
AT,6276,Stummerberg
AT,6277,Zellberg
AT,6278,Hainzenberg
AT,6280,Zell am Ziller
AT,6281,Gerlos
AT,6283,Hippach
AT,6284,Ramsau im Zillertal
AT,6290,Mayrhofen
AT,6292,Finkenberg
AT,6293,Tux
AT,6294,Hintertux
AT,6295,Ginzling
AT,6300,Wörgl
AT,6305,Itter
AT,6306,Söll
AT,6311,Wildschönau-Oberau
AT,6313,Wildschönau-Auffach
AT,6314,Wildschönau-Niederau
AT,6320,Angerberg
AT,6321,Angath
AT,6322,Kirchbichl
AT,6323,Bad Häring
AT,6324,Mariastein
AT,6330,Kufstein
AT,6334,Schwoich
AT,6335,Thiersee
AT,6336,Langkampfen
AT,6341,Ebbs
AT,6342,Niederndorf
AT,6343,Erl
AT,6344,Walchsee
AT,6345,Kössen
AT,6346,Niederndorferberg
AT,6347,Rettenschöss
AT,6351,Scheffau am Wilden Kaiser
AT,6352,Ellmau
AT,6353,Going am Wilden Kaiser
AT,6361,Hopfgarten
AT,6363,Westendorf
AT,6364,Brixen im Thale
AT,6365,Kirchberg in Tirol
AT,6370,Kitzbühel
AT,6371,Aurach
AT,6372,Oberndorf in Tirol
AT,6373,Jochberg
AT,6380,St. Johann in Tirol
AT,6382,Kirchdorf in Tirol
AT,6383,Erpfendorf
AT,6384,Waidring
AT,6385,Schwendt
AT,6391,Fieberbrunn
AT,6392,St. Jakob in Haus
AT,6393,St. Ulrich am Pillersee
AT,6395,Hochfilzen
AT,6401,Inzing
AT,6402,Hatting
AT,6403,Flaurling
AT,6404,Polling
AT,6405,Pfaffenhofen
AT,6406,Oberhofen im Inntal
AT,6408,Pettnau
AT,6410,Telfs
AT,6413,Wildermieming
AT,6414,Mieming
AT,6416,Obsteig
AT,6421,Rietz
AT,6422,Stams
AT,6423,Mötz
AT,6424,Silz
AT,6425,Haiming
AT,6426,Roppen
AT,6430,Ötztal Bahnhof
AT,6432,Sautens
AT,6433,Oetz
AT,6441,Umhausen
AT,6444,Längenfeld
AT,6450,Sölden
AT,6452,Hochsölden
AT,6456,Obergurgl
AT,6458,Vent
AT,6460,Imst
AT,6462,Karres
AT,6463,Karrösten
AT,6464,Tarrenz
AT,6465,Nassereith
AT,6471,Arzl im Pitztal
AT,6473,Wenns
AT,6474,Jerzens
AT,6481,St. Leonhard im Pitztal
AT,6491,Schönwies
AT,6492,Imsterberg
AT,6493,Mils
AT,6500,Landeck
AT,6511,Zams
AT,6521,Fließ
AT,6522,Prutz
AT,6524,Feichten im Kaunertal
AT,6525,Faggen
AT,6526,Kauns
AT,6527,Kaunerberg
AT,6528,Fendels
AT,6531,Ried im Oberinntal
AT,6532,Ladis
AT,6533,Fiss
AT,6534,Serfaus
AT,6541,Tösens
AT,6542,Pfunds
AT,6543,Nauders
AT,6544,Spiss
AT,6551,Pians
AT,6552,Tobadill
AT,6553,See
AT,6555,Kappl
AT,6561,Ischgl
AT,6562,Mathon
AT,6563,Galtür
AT,6571,Strengen
AT,6572,Flirsch
AT,6574,Pettneu am Arlberg
AT,6580,St. Anton am Arlberg
AT,6591,Grins
AT,6600,Reutte
AT,6604,Höfen
AT,6610,Wängle
AT,6611,Heiterwang
AT,6621,Bichlbach
AT,6622,Berwang
AT,6623,Namlos
AT,6631,Lermoos
AT,6632,Ehrwald
AT,6633,Biberwier
AT,6642,Stanzach
AT,6644,Elmen
AT,6645,Vorderhornbach
AT,6646,Hinterhornbach
AT,6647,Pfafflar
AT,6650,Gramais
AT,6651,Häselgehr
AT,6652,Elbigenalp
AT,6653,Bach
AT,6654,Holzgau
AT,6655,Steeg
AT,6670,Forchach
AT,6671,Weißenbach am Lech
AT,6672,Nesselwängle
AT,6673,Grän
AT,6675,Tannheim
AT,6677,Schattwald
AT,6682,Vils
AT,6691,Jungholz
AT,6700,Bludenz
AT,6706,Bürs
AT,6707,Bürserberg
AT,6708,Brand
AT,6710,Nenzing
AT,6712,Thüringen
AT,6713,Ludesch
AT,6714,Nüziders
AT,6719,Bludesch
AT,6721,Thüringerberg
AT,6722,St. Gerold
AT,6723,Blons
AT,6731,Sonntag
AT,6733,Fontanella
AT,6741,Raggal
AT,6751,Braz
AT,6752,Dalaas
AT,6754,Klösterle
AT,6762,Stuben
AT,6763,Zürs
AT,6764,Lech
AT,6767,Warth
AT,6771,St. Anton im Montafon
AT,6773,Vandans
AT,6774,Tschagguns
AT,6780,Schruns
AT,6781,Bartholomäberg
AT,6782,Silbertal
AT,6787,Gargellen
AT,6791,St. Gallenkirch
AT,6793,Gaschurn
AT,6794,Partenen
AT,6800,Feldkirch
AT,6811,Göfis
AT,6812,Meiningen
AT,6820,Frastanz
AT,6822,Satteins
AT,6824,Schlins
AT,6830,Rankweil
AT,6832,Sulz-Röthis
AT,6833,Klaus-Weiler
AT,6834,Übersaxen
AT,6835,Zwischenwasser
AT,6836,Viktorsberg
AT,6837,Weiler
AT,6840,Götzis
AT,6841,Mäder
AT,6842,Koblach
AT,6844,Altach
AT,6845,Hohenems
AT,6850,Dornbirn
AT,6858,Schwarzach
AT,6861,Alberschwende
AT,6863,Egg
AT,6866,Andelsbuch
AT,6867,Schwarzenberg
AT,6870,Bezau
AT,6874,Bizau
AT,6881,Mellau
AT,6882,Schnepfau
AT,6883,Au
AT,6884,Damüls
AT,6886,Schoppernau
AT,6888,Schröcken
AT,6890,Lustenau
AT,6900,Bregenz
AT,6911,Lochau
AT,6912,Hörbranz
AT,6914,Hohenweiler
AT,6921,Kennelbach
AT,6922,Wolfurt
AT,6923,Lauterach
AT,6932,Langen bei Bregenz
AT,6933,Doren
AT,6934,Sulzberg
AT,6941,Langenegg
AT,6942,Krumbach
AT,6943,Riefensberg
AT,6951,Lingenau
AT,6952,Hittisau
AT,6960,Wolfurt-Bahnhof
AT,6971,Hard
AT,6972,Fußach
AT,6973,Höchst
AT,6974,Gaißau
AT,6991,Riezlern
AT,6992,Hirschegg
AT,6993,Mittelberg
AT,7000,Eisenstadt
AT,7011,Siegendorf
AT,7012,Zagersdorf
AT,7013,Klingenbach
AT,7020,Loipersbach im Burgenland
AT,7021,Draßburg
AT,7022,Schattendorf
AT,7023,Zemendorf
AT,7024,Hirm
AT,7025,Pöttelsdorf
AT,7031,Krensdorf
AT,7032,Sigleß
AT,7033,Pöttsching
AT,7034,Zillingtal
AT,7035,Steinbrunn
AT,7041,Wulkaprodersdorf
AT,7042,Antau
AT,7051,Großhöflein
AT,7052,Müllendorf
AT,7053,Hornstein
AT,7061,Trausdorf an der Wulka
AT,7062,St. Margarethen im Burgenland
AT,7063,Oggau
AT,7064,Oslip
AT,7071,Rust
AT,7072,Mörbisch am See
AT,7081,Schützen am Gebirge
AT,7082,Donnerskirchen
AT,7083,Purbach am Neusiedler See
AT,7091,Breitenbrunn am Neusiedler See
AT,7092,Winden am See
AT,7093,Jois
AT,7100,Neusiedl am See
AT,7111,Parndorf
AT,7121,Weiden am See
AT,7122,Gols
AT,7123,Mönchhof
AT,7131,Halbturn
AT,7132,Frauenkirchen
AT,7141,Podersdorf am See
AT,7142,Illmitz
AT,7143,Apetlon
AT,7151,Wallern im Burgenland
AT,7152,Pamhagen
AT,7161,St. Andrä am Zicksee
AT,7162,Tadten
AT,7163,Andau
AT,7201,Neudörfl
AT,7202,Bad Sauerbrunn
AT,7203,Wiesen
AT,7210,Mattersburg
AT,7212,Forchtenstein
AT,7221,Marz
AT,7222,Rohrbach bei Mattersburg
AT,7223,Sieggraben
AT,7301,Deutschkreutz
AT,7302,Nikitsch
AT,7304,Großwarasdorf
AT,7311,Neckenmarkt
AT,7312,Horitschon
AT,7321,Lackendorf
AT,7322,Lackenbach
AT,7323,Ritzing
AT,7331,Weppersdorf
AT,7332,Kobersdorf
AT,7341,Markt St. Martin
AT,7342,Kaisersdorf
AT,7343,Neutal
AT,7344,Stoob
AT,7350,Oberpullendorf
AT,7361,Lutzmannsburg
AT,7371,Unterrabnitz
AT,7372,Draßmarkt
AT,7373,Piringsdorf
AT,7374,Weingraben
AT,7400,Oberwart
AT,7410,Loipersdorf-Kitzladen
AT,7411,Markt Allhau
AT,7412,Wolfau
AT,7421,Tauchen-Schaueregg
AT,7422,Riedlingsdorf
AT,7423,Pinkafeld
AT,7425,Wiesfleck
AT,7431,Bad Tatzmannsdorf
AT,7432,Oberschützen
AT,7433,Mariasdorf
AT,7434,Bernstein
AT,7435,Unterkohlstätten
AT,7441,Pilgersdorf
AT,7442,Lockenhaus
AT,7443,Rattersdorf-Liebing
AT,7444,Mannersdorf an der Rabnitz
AT,7451,Oberloisdorf
AT,7452,Unterpullendorf
AT,7453,Steinberg-Dörfl
AT,7461,Stadtschlaining
AT,7463,Weiden bei Rechnitz
AT,7464,Markt Neuhodis
AT,7471,Rechnitz
AT,7472,Schachendorf
AT,7473,Hannersdorf
AT,7474,Deutsch Schützen
AT,7501,Rotenturm an der Pinka
AT,7502,Unterwart
AT,7503,Großpetersdorf
AT,7511,Mischendorf
AT,7512,Kohfidisch
AT,7521,Eberau
AT,7522,Strem
AT,7531,Kemeten
AT,7532,Litzelsdorf
AT,7533,Ollersdorf im Burgenland
AT,7534,Olbendorf
AT,7535,St. Michael im Burgenland
AT,7536,Güttenbach
AT,7537,Neuberg im Burgenland
AT,7540,Güssing
AT,7542,Gerersdorf bei Güssing
AT,7543,Kukmirn
AT,7544,Tobaj
AT,7545,Neustift bei Güssing
AT,7546,Moschendorf
AT,7550,Wörterberg
AT,7551,Stegersbach
AT,7552,Stinatz
AT,7553,Bocksdorf
AT,7554,Rohr im Burgenland
AT,7561,Heiligenkreuz im Lafnitztal
AT,7562,Eltendorf
AT,7563,Königsdorf
AT,7564,Dobersdorf
AT,7571,Rudersdorf
AT,7572,Deutsch Kaltenbrunn
AT,7574,Burgauberg-Neudauberg
AT,8010,Graz
AT,8020,Graz
AT,8036,Graz
AT,8041,Graz-Liebenau
AT,8042,Graz-St. Peter
AT,8043,Graz-Kroisbach
AT,8044,Graz-Mariatrost
AT,8045,Graz-Andritz
AT,8046,Graz-St. Veit
AT,8047,Graz-Ragnitz
AT,8051,Graz-Gösting
AT,8052,Graz-Wetzelsdorf
AT,8053,Graz-Neuhart
AT,8054,Graz-Straßgang
AT,8055,Graz-Puntigam
AT,8061,St. Radegund bei Graz
AT,8062,Kumberg
AT,8063,Eggersdorf bei Graz
AT,8071,Hausmannstätten
AT,8072,Fernitz
AT,8073,Feldkirchen bei Graz
AT,8074,Raaba
AT,8075,Hart bei Graz
AT,8076,Vasoldsberg
AT,8077,Gössendorf
AT,8081,Heiligenkreuz am Waasen
AT,8082,Kirchbach in Steiermark
AT,8083,St. Stefan im Rosental
AT,8091,Jagerberg
AT,8092,Mettersdorf am Saßbach
AT,8093,St. Peter am Ottersbach
AT,8101,Gratkorn
AT,8102,Semriach
AT,8103,Rein
AT,8111,Judendorf-Straßengel
AT,8112,Gratwein
AT,8113,St. Oswald bei Plankenwarth
AT,8114,Stübing
AT,8120,Peggau
AT,8121,Deutschfeistritz
AT,8122,Waldstein
AT,8124,Übelbach
AT,8130,Frohnleiten
AT,8131,Mixnitz
AT,8132,Pernegg an der Mur
AT,8141,Unterpremstätten
AT,8142,Wundschuh
AT,8143,Dobl
AT,8144,Tobelbad
AT,8151,Hitzendorf
AT,8152,Stallhofen
AT,8153,Geistthal
AT,8160,Weiz
AT,8162,Passail
AT,8163,Fladnitz an der Teichalm
AT,8171,St. Kathrein am Offenegg
AT,8172,Heilbrunn
AT,8181,St. Ruprecht an der Raab
AT,8182,Puch bei Weiz
AT,8183,Floing
AT,8184,Anger
AT,8190,Birkfeld
AT,8191,Koglhof
AT,8192,Strallegg
AT,8200,Gleisdorf
AT,8211,Ilztal
AT,8212,Pischelsdorf am Kulm
AT,8221,Hirnsdorf
AT,8222,St. Johann bei Herberstein
AT,8223,Stubenberg am See
AT,8224,Kaindorf bei Hartberg
AT,8225,Pöllau bei Hartberg
AT,8230,Hartberg
AT,8232,Grafendorf bei Hartberg
AT,8233,Lafnitz
AT,8234,Rohrbach an der Lafnitz
AT,8240,Friedberg
AT,8241,Dechantskirchen
AT,8242,St. Lorenzen am Wechsel
AT,8243,Pinggau
AT,8244,Schäffern
AT,8250,Vorau
AT,8251,Bruck an der Lafnitz
AT,8252,Mönichwald
AT,8253,Waldbach
AT,8254,Wenigzell
AT,8255,St. Jakob
AT,8261,Sinabelkirchen
AT,8262,Ilz
AT,8263,Großwilfersdorf
AT,8264,Hainersdorf
AT,8265,Großsteinbach
AT,8271,Bad Waltersdorf
AT,8272,Sebersdorf
AT,8273,Ebersdorf
AT,8274,Buch
AT,8280,Fürstenfeld
AT,8282,Bad Loipersdorf
AT,8283,Bad Blumau
AT,8291,Burgau
AT,8292,Neudau
AT,8293,Wörth an der Lafnitz
AT,8294,Unterrohr
AT,8295,St. Johann in der Haide
AT,8301,Laßnitzhöhe
AT,8302,Nestelbach bei Graz
AT,8311,Markt Hartmannsdorf
AT,8312,Ottendorf an der Rittschein
AT,8313,Breitenfeld an der Rittschein
AT,8321,St. Margarethen an der Raab
AT,8322,Studenzen
AT,8323,St. Marein bei Graz
AT,8324,Kirchberg an der Raab
AT,8330,Feldbach
AT,8332,Edelsbach bei Feldbach
AT,8333,Riegersburg
AT,8334,Lödersdorf
AT,8341,Paldau
AT,8342,Gnas
AT,8343,Trautmannsdorf in Oststeiermark
AT,8344,Bad Gleichenberg
AT,8345,Straden
AT,8350,Fehring
AT,8352,Unterlamm
AT,8353,Kapfenstein
AT,8354,St. Anna am Aigen
AT,8355,Tieschen
AT,8361,Hatzendorf
AT,8362,Söchau
AT,8380,Jennersdorf
AT,8382,Mogersdorf
AT,8383,St. Martin an der Raab
AT,8384,Minihof-Liebau
AT,8385,Neuhaus am Klausenbach
AT,8401,Kalsdorf bei Graz
AT,8402,Werndorf
AT,8403,Lebring
AT,8410,Wildon
AT,8411,Hengsberg
AT,8412,Allerheiligen bei Wildon
AT,8413,St. Georgen an der Stiefing
AT,8421,Wolfsberg im Schwarzautal
AT,8422,St. Nikolai ob Draßling
AT,8423,St. Veit am Vogau
AT,8424,Gabersdorf
AT,8430,Leibnitz
AT,8431,Gralla
AT,8434,Tillmitsch
AT,8435,Wagna
AT,8441,Fresing
AT,8442,Kitzeck im Sausal
AT,8443,Gleinstätten
AT,8444,St. Andrä im Sausal
AT,8451,Heimschuh
AT,8452,Großklein
AT,8453,St. Johann im Saggautal
AT,8454,Arnfels
AT,8455,Oberhaag
AT,8461,Ehrenhausen
AT,8462,Gamlitz
AT,8463,Leutschach
AT,8472,Straß in Steiermark
AT,8473,Weitersfeld an der Mur
AT,8480,Mureck
AT,8481,Weinburg am Saßbach
AT,8483,Deutsch Goritz
AT,8484,Unterpurkla
AT,8490,Bad Radkersburg
AT,8492,Halbenrain
AT,8493,Klöch
AT,8501,Lieboch
AT,8502,Lannach
AT,8503,St. Josef Weststeiermark
AT,8504,Preding
AT,8505,St. Nikolai im Sausal
AT,8510,Stainz
AT,8511,St. Stefan ob Stainz
AT,8521,Wettmannstätten
AT,8522,Groß St. Florian
AT,8523,Frauental an der Laßnitz
AT,8524,Bad Gams
AT,8530,Deutschlandsberg
AT,8541,Schwanberg
AT,8542,St. Peter im Sulmtal
AT,8543,St. Martin im Sulmtal
AT,8544,Pölfing-Brunn
AT,8551,Wies
AT,8552,Eibiswald
AT,8553,St. Oswald ob Eibiswald
AT,8554,Soboth
AT,8561,Söding
AT,8562,Mooskirchen
AT,8563,Ligist
AT,8564,Krottendorf-Gaisfeld
AT,8565,St. Johann ob Hohenburg
AT,8570,Voitsberg
AT,8572,Bärnbach
AT,8573,Kainach bei Voitsberg
AT,8580,Köflach
AT,8582,Rosental an der Kainach
AT,8583,Edelschrott
AT,8584,Hirschegg
AT,8591,Maria Lankowitz
AT,8592,Salla
AT,8593,Graden
AT,8600,Bruck an der Mur
AT,8605,Kapfenberg
AT,8611,St. Katharein an der Laming
AT,8612,Tragöß-Oberort
AT,8614,Breitenau
AT,8616,Gasen
AT,8621,Thörl
AT,8622,Etmißl
AT,8623,Aflenz Kurort
AT,8624,Au
AT,8625,Turnau
AT,8630,Mariazell
AT,8632,Gußwerk
AT,8634,Wegscheid
AT,8635,Gollrad
AT,8636,Seewiesen
AT,8641,St. Marein im Mürztal
AT,8642,St. Lorenzen im Mürztal
AT,8643,Allerheiligen im Mürztal
AT,8644,Mürzhofen
AT,8650,Kindberg
AT,8652,Kindberg-Aumühl
AT,8653,Stanz im Mürztal
AT,8654,Fischbach
AT,8661,Wartberg im Mürztal
AT,8662,Mitterdorf im Mürztal
AT,8663,Dorf Veitsch
AT,8664,Großveitsch
AT,8665,Langenwang
AT,8670,Krieglach
AT,8671,Alpl
AT,8672,St. Kathrein am Hauenstein
AT,8673,Ratten
AT,8674,Rettenegg
AT,8680,Mürzzuschlag
AT,8682,Mürzzuschlag-Hönigsberg
AT,8684,Spital am Semmering
AT,8685,Steinhaus am Semmering
AT,8691,Kapellen
AT,8692,Neuberg an der Mürz
AT,8693,Mürzsteg
AT,8694,Frein an der Mürz
AT,8700,Leoben
AT,8712,Niklasdorf
AT,8713,St. Stefan ob Leoben
AT,8714,Kraubath an der Mur
AT,8715,St. Lorenzen bei Knittelfeld
AT,8720,Knittelfeld
AT,8723,Kobenz
AT,8724,Spielberg
AT,8731,Bischoffeld
AT,8732,Seckau
AT,8733,St. Marein bei Knittelfeld
AT,8734,Großlobming
AT,8740,Zeltweg
AT,8741,Weißkirchen in Steiermark
AT,8742,Obdach
AT,8750,Judenburg
AT,8753,Fohnsdorf
AT,8754,Thalheim
AT,8755,St. Peter ob Judenburg
AT,8756,St. Georgen ob Judenburg
AT,8761,Pöls
AT,8762,Oberzeiring
AT,8763,Möderbrugg
AT,8764,Pusterwald
AT,8765,St. Johann am Tauern
AT,8770,St. Michael in Obersteiermark
AT,8772,Timmersdorf
AT,8773,Kammern im Liesingtal
AT,8774,Mautern in Steiermark
AT,8775,Kalwang
AT,8781,Wald am Schoberpaß
AT,8782,Treglwang
AT,8783,Gaishorn am See
AT,8784,Trieben
AT,8785,Hohentauern
AT,8786,Rottenmann
AT,8790,Eisenerz
AT,8792,St. Peter-Freienstein
AT,8793,Trofaiach
AT,8794,Vordernberg
AT,8795,Radmer
AT,8800,Unzmarkt
AT,8811,Scheifling
AT,8812,Mariahof
AT,8813,St. Lambrecht
AT,8820,Neumarkt in Steiermark
AT,8822,Mühlen
AT,8831,Niederwölz
AT,8832,Oberwölz
AT,8833,Teufenbach
AT,8841,Frojach
AT,8842,Katsch an der Mur
AT,8843,St. Peter am Kammersberg
AT,8844,Schöder
AT,8850,Murau
AT,8852,Stolzalpe
AT,8853,Ranten
AT,8854,Krakaudorf
AT,8861,St. Georgen ob Murau
AT,8862,Stadl an der Mur
AT,8863,Predlitz
AT,8864,Turrach
AT,8900,Selzthal
AT,8903,Lassing
AT,8904,Ardning
AT,8911,Admont
AT,8912,Johnsbach
AT,8913,Weng
AT,8920,Hieflau
AT,8921,Lainbach
AT,8922,Gams bei Hieflau
AT,8923,Palfau
AT,8924,Wildalpen
AT,8931,Landl
AT,8932,Weißenbach an der Enns
AT,8933,St. Gallen
AT,8934,Altenmarkt bei St. Gallen
AT,8940,Liezen
AT,8942,Wörschach
AT,8943,Aigen im Ennstal
AT,8950,Stainach
AT,8951,Trautenfels
AT,8952,Irdning
