iso2,location,zip_code,route, 
FR,MIJOUX,01170,,
FR,MOGNENEINS,01140,,
FR,MONTAGNIEU,01470,,
FR,MONTCET,01310,,
FR,NANTUA,01130,,
FR,NEUVILLE SUR AIN,01160,,
FR,ORDONNAZ,01510,,
FR,PERON,01630,,
FR,PEYZIEUX SUR SAONE,01140,,
FR,PIZAY,01120,,
FR,PLAGNE,01130,,
FR,POLLIAT,01310,,
FR,PONCIN,01450,,
FR,PONT DE VEYLE,01290,,
FR,POUILLAT,01250,,
FR,RANCE,01390,,
FR,RIGNIEUX LE FRANC,01800,,
FR,ST BENIGNE,01190,,
FR,ST CYR SUR MENTHON,01380,,
FR,ST DIDIER SUR CHALARONNE,01140,,
FR,ST GEORGES SUR RENON,01400,,
FR,ST JULIEN SUR REYSSOUZE,01560,,
FR,ST JUST,01250,,
FR,ST RAMBERT EN BUGEY,01230,,
FR,ST SULPICE,01340,,
FR,SALAVRE,01270,,
FR,SAULT BRENAZ,01150,,
FR,SAVIGNEUX,01480,,
FR,SULIGNAT,01400,,
FR,TOSSIAT,01250,,
FR,VAL REVERMONT,01370,CUISIAT,
FR,TREVOUX,01600,,
FR,VALEINS,01140,,
FR,VARAMBON,01160,,
FR,VAUX EN BUGEY,01150,,
FR,VERSAILLEUX,01330,,
FR,VILLARS LES DOMBES,01330,,
FR,VILLEMOTIER,01270,,
FR,VILLETTE SUR AIN,01320,,
FR,VIRIAT,01440,,
FR,AGNICOURT ET SECHELLES,02340,,
FR,AIZY JOUY,02370,JOUY,
FR,AMBLENY,02290,,
FR,AMIFONTAINE,02190,,
FR,ANIZY LE GRAND,02320,ANIZY LE CHATEAU,
FR,ARCY STE RESTITUE,02130,,
FR,AULNOIS SOUS LAON,02000,,
FR,AUTREMENCOURT,02250,,
FR,AUTREPPES,02580,,
FR,BANCIGNY,02140,,
FR,BARISIS AUX BOIS,02700,,
FR,BARZY SUR MARNE,02850,,
FR,VALLEES EN CHAMPAGNE,02330,BAULNE EN BRIE,
FR,BAZOCHES ET ST THIBAUT,02220,BAZOCHES SUR VESLES,
FR,BEAURIEUX,02160,,
FR,BELLEU,02200,,
FR,BERLANCOURT,02250,,
FR,BERRIEUX,02820,,
FR,BESMONT,02500,,
FR,BEZU LE GUERY,02310,,
FR,BILLY SUR AISNE,02200,,
FR,BLESMES,02400,,
FR,BONNESVALYN,02400,,
FR,BOSMONT SUR SERRE,02250,,
FR,BOUFFIGNEREUX,02160,,
FR,BOURGUIGNON SOUS COUCY,02300,,
FR,BRANCOURT EN LAONNOIS,02320,,
FR,BRAYE EN LAONNOIS,02000,,
FR,BRENELLE,02220,,
FR,BRIE,02870,,
FR,BRUYERES ET MONTBERAULT,02860,,
FR,CAMELIN,02300,,
FR,CASTRES,02680,,
FR,CHAILLEVOIS,02000,,
FR,CHASSEMY,02370,,
FR,CHATEAU THIERRY,02400,,
FR,CHATILLON LES SONS,02270,,
FR,CHATILLON SUR OISE,02240,,
FR,CHERY CHARTREUVE,02220,,
FR,CHERY LES POUILLY,02000,,
FR,CHIGNY,02120,,
FR,CILLY,02250,,
FR,CLERMONT LES FERMES,02340,,
FR,COINGT,02360,,
FR,COLLIGIS CRANDELAIN,02860,,
FR,CORCY,02600,,
FR,COUCY LES EPPES,02840,,
FR,COUCY LA VILLE,02380,,
FR,COULONGES COHAN,02130,,
FR,COULONGES COHAN,02130,COHAN,
FR,COUPRU,02310,,
FR,COURBES,02800,,
FR,COURTRIZY ET FUSSIGNY,02820,,
FR,COUVRON ET AUMENCOURT,02270,,
FR,CUIRY LES IVIERS,02360,,
FR,DEUILLET,02700,,
FR,EFFRY,02500,,
FR,ENGLANCOURT,02260,,
FR,EPAGNY,02290,,
FR,EPARCY,02500,,
FR,ERLOY,02260,,
FR,ESSIGNY LE GRAND,02690,,
FR,ESSISES,02570,,
FR,ETAVES ET BOCQUIAUX,02110,,
FR,ETREUX,02510,,
FR,FILAIN,02000,,
FR,FONTAINE LES VERVINS,02140,,
FR,FORESTE,02590,,
FR,FOURDRAIN,02870,,
FR,FRESNES SOUS COUCY,02380,,
FR,FRIERES FAILLOUEL,02700,,
FR,GERMAINE,02590,,
FR,GRANDRIEUX,02360,,
FR,GRISOLLES,02210,,
FR,VILLENEUVE SUR AISNE,02190,GUIGNICOURT,
FR,VILLENEUVE SUR AISNE,02190,MENNEVILLE,
FR,HANNAPES,02510,,
FR,HAUTION,02140,,
FR,HOUSSET,02250,,
FR,IRON,02510,,
FR,ITANCOURT,02240,,
FR,JOUAIGNES,02220,,
FR,JUMIGNY,02160,,
FR,LAFFAUX,02880,,
FR,LAIGNY,02140,,
FR,LAPPION,02150,,
FR,LARGNY SUR AUTOMNE,02600,,
FR,LESDINS,02100,,
FR,LEURY,02880,,
FR,LES SEPTVALLONS,02160,BARBONVAL,
FR,LOR,02190,,
FR,LOUATRE,02600,,
FR,LUCY LE BOCAGE,02400,,
FR,LUGNY,02140,,
FR,MAAST ET VIOLAINE,02220,,
FR,MACQUIGNY,02120,,
FR,MAIZY,02160,,
FR,MALZY,02120,,
FR,MAREUIL EN DOLE,02130,,
FR,MARIZY ST MARD,02470,,
FR,MARLY GOMONT,02120,,
FR,MARTIGNY COURPIERRE,02860,,
FR,MOLAIN,02110,,
FR,MONCEAU LES LEUPS,02270,,
FR,MONCEAU LE WAAST,02840,,
FR,MONCEAU SUR OISE,02120,,
FR,MONTAIGU,02820,,
FR,MONTBREHAIN,02110,,
FR,MONTESCOURT LIZEROLLES,02440,,
FR,MONTIGNY LES CONDE,02330,,
FR,MONTIGNY SOUS MARLE,02250,,
FR,MONTLOUE,02340,,
FR,MONT ST PERE,02400,,
FR,MORTEFONTAINE,02600,,
FR,NAMPTEUIL SOUS MURET,02200,,
FR,NEUFLIEUX,02300,,
FR,NEUILLY ST FRONT,02470,,
FR,NIZY LE COMTE,02150,,
FR,NOROY SUR OURCQ,02600,,
FR,NOUVION ET CATILLON,02270,PONT A BUCY,
FR,OHIS,02500,,
FR,PASSY SUR MARNE,02850,,
FR,PERNANT,02200,,
FR,PIERREPONT,02350,,
FR,PINON,02320,,
FR,PONTRUET,02490,,
FR,PRIEZ,02470,,
FR,PRISCES,02140,,
FR,QUINCY SOUS LE MONT,02220,,
FR,REMAUCOURT,02100,,
FR,RENANSART,02240,,
FR,RESSONS LE LONG,02290,,
FR,ROGNY,02140,,
FR,SACONIN ET BREUIL,02200,,
FR,ST CLEMENT,02360,,
FR,ST ERME OUTRE ET RAMECOURT,02820,,
FR,ST GOBERT,02140,,
FR,ST QUENTIN,02100,,
FR,ST THOMAS,02820,,
FR,SANCY LES CHEMINOTS,02880,,
FR,SAULCHERY,02310,,
FR,SELENS,02300,,
FR,LA SELVE,02150,,
FR,SERGY,02130,,
FR,SISSONNE,02150,,
FR,SOMMERON,02260,,
FR,SONS ET RONCHERES,02270,,
FR,SURFONTAINE,02240,,
FR,THIERNU,02250,,
FR,TOULIS ET ATTENCOURT,02250,,
FR,TRUCY,02860,,
FR,TUPIGNY,02120,,
FR,URVILLERS,02690,,
FR,VADENCOURT,02120,,
FR,VASSENS,02290,,
FR,VASSENY,02220,,
FR,VAUXAILLON,02320,,
FR,VAUXBUIN,02200,,
FR,VAUXTIN,02220,,
FR,VENDELLES,02490,,
FR,LA VILLE AUX BOIS LES DIZY,02340,,
FR,VILLERS AGRON AIGUIZY,02130,,
FR,VILLERS HELON,02600,,
FR,VIVAISE,02870,,
FR,VIVIERES,02600,,
FR,VOYENNE,02250,,
FR,WIEGE FATY,02120,,
FR,ANDELAROCHE,03120,,
FR,AUBIGNY,03460,,
FR,AUDES,03190,,
FR,BESSAY SUR ALLIER,03340,,
FR,BOURBON L ARCHAMBAULT,03160,,
FR,BRAIZE,03360,,
FR,LE BREUIL,03120,,
FR,CERILLY,03350,,
FR,LA CHABANNE,03250,,
FR,CHANTELLE,03140,,
FR,CHAPPES,03390,,
FR,CHARMEIL,03110,,
FR,CHATEAU SUR ALLIER,03320,,
FR,CHATELPERRON,03220,,
FR,CHEVAGNES,03230,,
FR,CHEZELLE,03140,,
FR,CHEZY,03230,,
FR,CONTIGNY,03500,,
FR,DENEUILLE LES CHANTELLE,03140,,
FR,LE DONJON,03130,,
FR,ESCUROLLES,03110,,
FR,FERRIERES SUR SICHON,03250,,
FR,GANNAT,03800,,
FR,GARNAT SUR ENGIEVRE,03230,,
FR,HERISSON,03190,,
FR,HYDS,03600,,
FR,LAPALISSE,03120,,
FR,LAVOINE,03250,,
FR,LUSIGNY,03230,,
FR,HAUT BOCAGE,03190,LOUROUX HODEMENT,
FR,HAUT BOCAGE,03190,MAILLET,
FR,MARIOL,03270,,
FR,LE MAYET D ECOLE,03800,,
FR,LE MAYET DE MONTAGNE,03250,,
FR,MAZERIER,03800,,
FR,MOLLES,03300,,
FR,MONTILLY,03000,,
FR,MONTLUCON,03100,,
FR,MONTMARAULT,03390,,
FR,MONTVICQ,03170,,
FR,NAVES,03330,,
FR,PREMILHAT,03410,,
FR,ST AUBIN LE MONIAL,03160,,
FR,ST BONNET DE FOUR,03390,,
FR,ST CLEMENT,03250,,
FR,ST ENNEMOND,03400,,
FR,ST ETIENNE DE VICQ,03300,,
FR,ST FARGEOL,03420,,
FR,ST GERAND DE VAUX,03340,,
FR,ST PRIEST EN MURAT,03390,,
FR,ST PRIX,03120,,
FR,ST YORRE,03270,,
FR,SAZERET,03390,,
FR,SERBANNES,03700,,
FR,SUSSAT,03450,,
FR,TAXAT SENAT,03140,,
FR,THIONNE,03220,,
FR,TORTEZAIS,03430,,
FR,TOULON SUR ALLIER,03400,,
FR,TRETEAU,03220,,
FR,VALIGNAT,03330,,
FR,VENDAT,03110,,
FR,LE VERNET,03200,,
FR,VERNUSSE,03390,,
FR,VICHY,03200,,
FR,YZEURE,03400,,
FR,AIGLUN,04510,,
FR,ALLONS,04170,,
FR,BAYONS,04250,ASTOIN,
FR,BLIEUX,04330,,
FR,UBAYE SERRE PONCON,04340,LA BREOLE,
FR,CASTELLANE,04120,,
FR,CASTELLET LES SAUSSES,04320,,
FR,LE CHAFFAUT ST JURSON,04510,,
FR,CHAMPTERCIER,04660,,
FR,CHATEAUNEUF MIRAVAIL,04200,,
FR,CLAMENSANE,04250,,
FR,CORBIERES EN PROVENCE,04220,,
FR,DIGNE LES BAINS,04000,LES DOURBES,
FR,ENTREPIERRES,04200,VILHOSC,
FR,LA JAVIE,04000,ESCLANGON,
FR,MAJASTRES,04270,,
FR,MALIJAI,04350,,
FR,MALLEFOUGASSE AUGES,04230,,
FR,MANE,04300,,
FR,MANOSQUE,04100,,
FR,MEAILLES,04240,,
FR,MIRABEAU,04510,,
FR,MONTJUSTIN,04110,,
FR,MONTSALIER,04150,,
FR,LA MURE ARGENS,04170,ARGENS,
FR,OPPEDETTE,04110,,
FR,PEIPIN,04200,,
FR,PUIMOISSON,04410,,
FR,QUINSON,04500,,
FR,REDORTIERS,04150,,
FR,REVEST ST MARTIN,04230,,
FR,RIEZ,04500,,
FR,LA ROBINE SUR GALABRE,04000,,
FR,LA ROBINE SUR GALABRE,04000,LAMBERT,
FR,LA ROBINE SUR GALABRE,04000,TANARON,
FR,ST JURS,04410,,
FR,ST LAURENT DU VERDON,04500,,
FR,ST MARTIN DE BROMES,04800,,
FR,ST MARTIN LES EAUX,04300,,
FR,SALIGNAC,04290,,
FR,SAUSSES,04320,,
FR,SENEZ,04330,,
FR,SIGOYER,04200,,
FR,SIMIANE LA ROTONDE,04150,VALSAINTES,
FR,SOURRIBES,04290,,
FR,THOARD,04380,,
FR,VALERNES,04200,,
FR,VOLX,04130,,
FR,L ARGENTIERE LA BESSEE,05120,,
FR,ASPREMONT,05140,,
FR,ASPRES SUR BUECH,05140,,
FR,LA BATIE VIEILLE,05000,,
FR,BREZIERS,05190,,
FR,BRIANCON,05100,,
FR,CERVIERES,05100,,
FR,AUBESSAGNE,05500,LES COSTES,
FR,CREVOUX,05200,,
FR,FREISSINIERES,05310,,
FR,LA GRAVE,05320,,
FR,LA HAUTE BEAUME,05140,,
FR,MONT DAUPHIN,05600,,
FR,NEVACHE,05100,,
FR,LE POET,05300,,
FR,POLIGNY,05500,,
FR,PUY SANIERES,05200,,
FR,REALLON,05160,,
FR,ROCHEBRUNE,05190,,
FR,LA ROCHETTE,05000,,
FR,ROUSSET,05190,,
FR,ST AUBAN D OZE,05400,,
FR,ST BONNET EN CHAMPSAUR,05500,BENEVENT ET CHARBILLAC,
FR,ST CREPIN,05600,,
FR,LE DEVOLUY,05250,AGNIERES EN DEVOLUY,
FR,ST LAURENT DU CROS,05500,,
FR,ST MAURICE EN VALGODEMARD,05800,,
FR,ST VERAN,05350,,
FR,SAVINES LE LAC,05160,,
FR,TRESCLEOUX,05700,,
FR,UPAIX,05300,,
FR,VENTAVON,05300,,
FR,ASPREMONT,06790,,
FR,AUVARE,06260,,
FR,BEAUSOLEIL,06240,,
FR,BEUIL,06470,,
FR,BIOT,06410,,
FR,BONSON,06830,,
FR,BOUYON,06510,,
FR,BRIANCONNET,06850,,
FR,CAP D AIL,06320,,
FR,CHATEAUNEUF GRASSE,06740,,
FR,COLLONGUES,06910,,
FR,CONSEGUDES,06510,,
FR,CONTES,06390,,
FR,ENTRAUNES,06470,,
FR,LES FERRES,06510,,
FR,FONTAN,06540,,
FR,GOURDON,06620,,
FR,GRASSE,06130,PLASCASSIER,
FR,ISOLA,06420,,
FR,LEVENS,06670,,
FR,LUCERAM,06440,,
FR,MALAUSSENE,06710,,
FR,OPIO,06650,,
FR,PEILLE,06440,LA GRAVE DE PEILLE,
FR,PEONE,06470,,
FR,REVEST LES ROCHES,06830,,
FR,ROQUESTERON,06910,,
FR,LA ROQUETTE SUR VAR,06670,,
FR,ST ANTONIN,06260,,
FR,ST BLAISE,06670,,
FR,ST JEAN CAP FERRAT,06230,,
FR,ST PAUL DE VENCE,06570,,
FR,SOSPEL,06380,,
FR,SPERACEDES,06530,,
FR,THEOULE SUR MER,06590,,
FR,THIERY,06710,,
FR,UTELLE,06450,ST JEAN LA RIVIERE,
FR,VALBONNE,06560,SOPHIA ANTIPOLIS,
FR,VALDEROURE,06750,,
FR,VENANSON,06450,,
FR,VENCE,06140,,
FR,VILLARS SUR VAR,06710,,
FR,VILLEFRANCHE SUR MER,06230,,
FR,LA BRIGUE,06430,,
FR,ALISSAS,07210,,
FR,ARRAS SUR RHONE,07370,,
FR,BOFFRES,07440,,
FR,CHAMPAGNE,07340,,
FR,CHARMES SUR RHONE,07800,,
FR,CHASSIERS,07110,,
FR,CHATEAUNEUF DE VERNOUX,07240,,
FR,CHAZEAUX,07110,,
FR,CORNAS,07130,,
FR,COUX,07000,,
FR,LE CRESTET,07270,,
FR,DARBRES,07170,,
FR,DORNAS,07160,,
FR,FELINES,07340,,
FR,GUILHERAND GRANGES,07500,,
FR,ST JULIEN D INTRES,07310,INTRES,
FR,ISSANLAS,07510,,
FR,ISSANLAS,07660,,
FR,ISSARLES,07470,,
FR,JAUJAC,07380,,
FR,JOYEUSE,07260,,
FR,JUVINAS,07600,,
FR,LE LAC D ISSARLES,07470,,
FR,LACHAPELLE SOUS AUBENAS,07200,,
FR,LARGENTIERE,07110,,
FR,MARIAC,07160,,
FR,MERCUER,07200,,
FR,MONTSELGUES,07140,,
FR,PAYZAC,07230,,
FR,PONT DE LABEAUME,07380,,
FR,PRIVAS,07000,,
FR,ROCHECOLOMBE,07200,,
FR,ROCLES,07110,,
FR,ROMPON,07250,,
FR,ST AGREVE,07320,,
FR,ST ANDRE EN VIVARAIS,07690,,
FR,ST BARTHELEMY GROZON,07270,,
FR,ST BARTHELEMY LE PLAIN,07300,,
FR,ST CIERGE SOUS LE CHEYLARD,07160,,
FR,ST CYR,07430,,
FR,ST GENEST DE BEAUZON,07230,,
FR,ST GINEYS EN COIRON,07580,,
FR,ST JEAN CHAMBRE,07240,,
FR,ST JEAN LE CENTENIER,07580,,
FR,ST JEURE D ANDAURE,07320,,
FR,ST JUST D ARDECHE,07700,,
FR,ST LAURENT BAINS LAVAL D AURELLE,07590,LAVAL D AURELLE,
FR,ST MARCEL LES ANNONAY,07100,,
FR,ST MARTIN D ARDECHE,07700,,
FR,ST MAURICE D ARDECHE,07200,,
FR,ST PIERRE ST JEAN,07140,ST JEAN DE POURCHARESSE,
FR,ST PIERREVILLE,07190,,
FR,ST VICTOR,07410,,
FR,SARRAS,07370,,
FR,THORRENC,07340,,
FR,VALVIGNERES,07400,,
FR,VANOSC,07690,,
FR,LES VANS,07140,,
FR,VERNON,07260,,
FR,VION,07610,,
FR,AIGLEMONT,08090,,
FR,ALLAND HUY ET SAUSSEUIL,08130,,
FR,AMBLY FLEURY,08130,,
FR,ANTHENY,08260,,
FR,AOUSTE,08290,,
FR,ARDEUIL ET MONTFAUXELLES,08400,,
FR,ARTAISE LE VIVIER,08390,,
FR,AUBRIVES,08320,,
FR,BALAN,08200,,
FR,BARBY,08300,,
FR,BAYONVILLE,08240,,
FR,BELLEVILLE ET CHATILLON SUR BAR,08240,,
FR,BELVAL,08090,,
FR,BERGNICOURT,08300,,
FR,LA BERLIERE,08240,,
FR,BIERMES,08300,,
FR,BIGNICOURT,08310,,
FR,BREVILLY,08140,,
FR,BRIEULLES SUR BAR,08240,,
FR,BROGNON,08380,,
FR,BULSON,08450,,
FR,BUZANCY,08240,,
FR,CARIGNAN,08110,WE,
FR,CAUROY,08310,,
FR,CHAMPIGNEUL SUR VENCE,08430,,
FR,CHAMPLIN,08260,,
FR,CHEMERY CHEHERY,08450,CONNAGE,
FR,CHEVIERES,08250,,
FR,CHILLY,08260,,
FR,CLIRON,08090,,
FR,COULOMMES ET MARQUENY,08130,,
FR,LA CROIX AUX BOIS,08400,,
FR,DEVILLE,08800,,
FR,DOUZY,08140,MAIRY,
FR,L ECAILLE,08300,,
FR,ETALLE,08260,,
FR,ETREPIGNY,08160,,
FR,EVIGNY,08090,,
FR,FEPIN,08170,,
FR,FLAIGNES HAVYS,08260,,
FR,FLIZE,08160,BOUTANCOURT,
FR,FOISCHES,08600,,
FR,FRANCHEVAL,08140,,
FR,FROMY,08370,,
FR,GIRONDELLE,08260,FOULZY,
FR,GIVONNE,08200,,
FR,HAGNICOURT,08430,,
FR,HAM SUR MEUSE,08600,,
FR,HANNOGNE ST MARTIN,08160,,
FR,INAUMONT,08300,,
FR,ISSANCOURT ET RUMEL,08440,,
FR,LAIFOUR,08800,,
FR,LAUNOIS SUR VENCE,08430,,
FR,LAVAL MORENCY,08150,,
FR,LUMES,08440,,
FR,MACHAULT,08310,,
FR,MANRE,08400,,
FR,MARGUT,08370,,
FR,MENIL LEPINOIS,08310,,
FR,MESSINCOURT,08110,,
FR,LE MONT DIEU,08390,,
FR,MONTGON,08390,,
FR,MONTHOIS,08400,,
FR,MONT LAURENT,08130,,
FR,MONT ST MARTIN,08400,,
FR,NEUVILLE LEZ BEAULIEU,08380,,
FR,NEUVILLE DAY,08130,,
FR,LA NEUVILLE LES WASIGNY,08270,,
FR,NOUART,08240,,
FR,NOVY CHEVRIERES,08300,,
FR,POIX TERRON,08430,,
FR,PREZ,08290,,
FR,QUATRE CHAMPS,08400,,
FR,RAILLICOURT,08430,,
FR,RENNEVILLE,08220,,
FR,REVIN,08500,,
FR,ROCQUIGNY,08220,LA HARDOYE,
FR,ROCROI,08230,HONGREAU,
FR,ROIZY,08190,,
FR,RUMIGNY,08290,,
FR,ST ETIENNE A ARNES,08310,,
FR,ST FERGEUX,08360,,
FR,ST JUVIN,08250,,
FR,ST MARCEAU,08160,,
FR,STE MARIE,08400,,
FR,ST MOREL,08400,,
FR,SAPOGNE SUR MARCHE,08370,,
FR,SAULCES CHAMPENOISES,08130,,
FR,SAUVILLE,08390,,
FR,SEMUY,08130,,
FR,SERAINCOURT,08220,,
FR,SEUIL,08300,,
FR,SIGNY L ABBAYE,08460,,
FR,SIGNY L ABBAYE,08460,LIBRECY,
FR,SOMMAUTHE,08240,,
FR,STONNE,08390,,
FR,SUZANNE,08130,,
FR,TAILLY,08240,BARRICOURT,
FR,TREMBLOIS LES ROCROI,08150,,
FR,VANDY,08400,,
FR,VAUX LES MOURON,08250,,
FR,VAUX LES MOUZON,08210,,
FR,VAUX MONTREUIL,08270,,
FR,VAUX VILLAINE,08150,,
FR,VIEUX LES ASFELD,08190,,
FR,VILLERS DEVANT MOUZON,08210,,
FR,VILLY,08370,,
FR,VIREUX WALLERAND,08320,,
FR,WAGNON,08270,,
FR,WARNECOURT,08090,,
FR,WASIGNY,08270,,
FR,YVERNAUMONT,08430,,
FR,ALOS,09200,,
FR,ARIGNAC,09400,,
FR,ARTIGUES,09460,,
FR,AULUS LES BAINS,09140,,
FR,BALACET,09800,,
FR,LA BASTIDE DE BOUSIGNAC,09500,,
FR,LA BASTIDE DE SEROU,09240,,
FR,LA BASTIDE SUR L HERS,09600,,
FR,BELLOC,09600,,
FR,BENAIX,09300,,
FR,BETHMALE,09800,,
FR,BORDES UCHENTEIN,09800,LES BORDES SUR LEZ,
FR,BRIE,09700,,
FR,CAMARADE,09290,,
FR,CAMON,09500,,
FR,CARCANIERES,09460,,
FR,CAZALS DES BAYLES,09500,,
FR,CERIZOLS,09230,,
FR,CHATEAU VERDUN,09310,,
FR,DURBAN SUR ARIZE,09240,,
FR,ERCE,09140,,
FR,FABAS,09230,,
FR,FERRIERES SUR ARIEGE,09000,,
FR,GOURBIT,09400,,
FR,IGNAUX,09110,,
FR,LACAVE,09160,,
FR,LAPENNE,09500,,
FR,MADIERE,09100,,
FR,MALLEON,09120,,
FR,MERENS LES VALS,09110,,
FR,MIJANES,09460,,
FR,MONTELS,09240,,
FR,MONTGAUCH,09160,,
FR,MOULIN NEUF,09500,,
FR,ORLU,09110,,
FR,OUST,09140,,
FR,PAILHES,09130,,
FR,PECH,09310,,
FR,PERLES ET CASTELET,09110,,
FR,LE PEYRAT,09600,,
FR,LE PUCH,09460,,
FR,QUERIGUT,09460,,
FR,QUIE,09400,,
FR,RIEUX DE PELLEPORT,09120,,
FR,ST BAUZEIL,09120,,
FR,STE CROIX VOLVESTRE,09230,,
FR,ST PAUL DE JARRAT,09000,,
FR,ST QUENTIN LA TOUR,09500,,
FR,ST YBARS,09210,,
FR,SENCONAC,09250,,
FR,SENTENAC D OUST,09140,,
FR,SERRES SUR ARGET,09000,,
FR,SORGEAT,09110,,
FR,SOUEIX ROGALLE,09140,ROGALLE,
FR,SURBA,09400,,
FR,SUZAN,09240,,
FR,TARASCON SUR ARIEGE,09400,,
FR,TAURIGNAN VIEUX,09190,,
FR,USTOU,09140,,
FR,VAL DE SOS,09220,GOULIER,
FR,VILLENEUVE DU PAREAGE,09100,,
FR,VIVIES,09500,,
FR,AIX VILLEMAUR PALIS,10160,AIX EN OTHE,
FR,ASSENAY,10320,,
FR,AUBETERRE,10150,,
FR,VAL D AUZON,10220,,
FR,AVANT LES RAMERUPT,10240,,
FR,AVIREY LINGEY,10340,,
FR,BAR SUR SEINE,10110,,
FR,BAYEL,10310,,
FR,BERULLE,10160,,
FR,BETIGNICOURT,10500,,
FR,BEUREY,10140,,
FR,BLAINCOURT SUR AUBE,10500,,
FR,BLIGNICOURT,10500,,
FR,BOUILLY,10320,,
FR,BOUY LUXEMBOURG,10220,,
FR,BRAUX,10500,,
FR,BRIEL SUR BARSE,10140,,
FR,BRIENNE LE CHATEAU,10500,,
FR,BUXEUIL,10110,,
FR,BUXIERES SUR ARCE,10110,,
FR,CHAMPIGNY SUR AUBE,10700,,
FR,CHAPELLE VALLON,10700,,
FR,CHAPPES,10260,,
FR,COLOMBE LA FOSSE,10200,,
FR,COURTENOT,10260,,
FR,COUVIGNON,10200,VAL PERDU,
FR,CRENEY PRES TROYES,10150,,
FR,CRESPY LE NEUF,10500,,
FR,DIERREY ST JULIEN,10190,,
FR,DOMMARTIN LE COQ,10240,,
FR,DOSCHES,10220,,
FR,ESSOYES,10360,,
FR,FAYS LA CHAPELLE,10320,,
FR,FERREUX QUINCEY,10400,QUINCEY,
FR,FONTAINE,10200,,
FR,LA FOSSE CORDUAN,10100,,
FR,FOUCHERES,10260,,
FR,GUMERY,10400,,
FR,JASSEINES,10330,,
FR,LANDREVILLE,10110,,
FR,LANTAGES,10210,,
FR,LAUBRESSEL,10270,,
FR,LENTILLES,10330,,
FR,LES LOGES MARGUERON,10210,,
FR,LONGSOLS,10240,,
FR,MACEY,10300,GRANGE L EVEQUE,
FR,MAISONS LES CHAOURCE,10210,,
FR,MAISONS LES SOULAINES,10200,,
FR,MERGEY,10600,,
FR,LE MERIOT,10400,,
FR,MESNIL LA COMTESSE,10700,,
FR,MONTAULIN,10270,,
FR,MONTAULIN,10270,DAUDES,
FR,MONTIER EN L ISLE,10200,,
FR,MONTSUZAIN,10150,,
FR,NEUVILLE SUR VANNE,10190,,
FR,NOGENT EN OTHE,10160,,
FR,ORTILLON,10700,,
FR,PARGUES,10210,,
FR,PERIGNY LA ROSE,10400,,
FR,PETIT MESNIL,10500,,
FR,PINEY,10220,,
FR,PONT STE MARIE,10150,,
FR,PRASLIN,10210,,
FR,PRUNAY BELLEVILLE,10350,,
FR,RAMERUPT,10240,ROMAINES,
FR,ROMILLY SUR SEINE,10100,,
FR,RONCENAY,10320,,
FR,ROSIERES PRES TROYES,10430,VIELAINES,
FR,ROUILLY ST LOUP,10800,,
FR,ROUILLY ST LOUP,10800,ROUILLEROT,
FR,ST AUBIN,10400,,
FR,ST LEGER SOUS MARGERIE,10330,,
FR,ST LYE,10180,BARBEREY AUX MOINES,
FR,ST MESMIN,10280,,
FR,ST NICOLAS LA CHAPELLE,10400,,
FR,ST PARRES AUX TERTRES,10410,,
FR,STE SAVINE,10300,,
FR,LA SAULSOTTE,10400,,
FR,THENNELIERES,10410,,
FR,TORCY LE PETIT,10700,,
FR,TORVILLIERS,10440,,
FR,TRANNES,10140,,
FR,TURGY,10210,,
FR,UNIENVILLE,10140,,
FR,VALLENTIGNY,10500,,
FR,LA VENDUE MIGNOT,10800,,
FR,VIAPRES LE PETIT,10380,,
FR,VILLACERF,10600,,
FR,VILLECHETIF,10410,BELLEY,
FR,VILLERET,10330,,
FR,VILLY LE MARECHAL,10800,,
FR,VIREY SOUS BAR,10260,,
FR,VOIGNY,10200,,
FR,VOUGREY,10210,,
FR,ARAGON,11600,,
FR,ARQUETTES EN VAL,11220,,
FR,BADENS,11800,,
FR,BAGES,11100,,
FR,BELVEZE DU RAZES,11240,,
FR,BERRIAC,11000,,
FR,BESSEDE DE SAULT,11140,,
FR,LA BEZOLE,11300,,
FR,BOUILHONNAC,11800,,
FR,BOUISSE,11330,,
FR,BREZILHAC,11270,,
FR,BUGARACH,11190,,
FR,CAILHAVEL,11240,,
FR,CAMPAGNA DE SAULT,11140,,
FR,CARCASSONNE,11000,MONTLEGUN,
FR,CASSAIGNES,11190,,
FR,CASTELNAUDARY,11400,,
FR,CAUDEBRONDE,11390,,
FR,CAVES,11510,,
FR,COMUS,11340,,
FR,CUMIES,11410,,
FR,CUXAC D AUDE,11590,,
FR,LA DIGNE D AMONT,11300,,
FR,EMBRES ET CASTELMAURE,11360,,
FR,FAJAC EN VAL,11220,,
FR,FONTERS DU RAZES,11400,,
FR,FRAISSE CABARDES,11600,,
FR,GOURVIEILLE,11410,,
FR,HOMPS,11200,,
FR,HOUNOUX,11240,,
FR,LES ILHES,11380,,
FR,ISSEL,11400,,
FR,JOUCOU,11140,,
FR,LABASTIDE ESPARBAIRENQUE,11380,,
FR,LACOMBE,11310,,
FR,LAFAGE,11420,,
FR,LAPRADE,11390,,
FR,LIMOUSIS,11600,,
FR,LOUPIA,11300,,
FR,MALVES EN MINERVOIS,11600,,
FR,MAS CABARDES,11380,,
FR,MAS DES COURS,11570,,
